"<e1>세르지</e1>(프랑스어; Cergy)는 <e2>프랑스</e2> 일드프랑스 발두아즈주에 위치한 도시로 면적은 11.68km2, 인구는 58,265명(2006년 기준), 인구 밀도는 5,000명/km2이다. ",DUMMY
"<e1>세르지</e1>(프랑스어; Cergy)는 프랑스 <e2>일드프랑스</e2> 발두아즈주에 위치한 도시로 면적은 11.68km2, 인구는 58,265명(2006년 기준), 인구 밀도는 5,000명/km2이다. ",DUMMY
"<e1>세르지</e1>(프랑스어; Cergy)는 프랑스 일드프랑스 발두<e2>아즈주에 </e2>위치한 도시로 면적은 11.68km2, 인구는 58,265명(2006년 기준), 인구 밀도는 5,000명/km2이다. ",DUMMY
"세르지(프랑스어; Cergy)는 <e2>프랑스</e2> <e1>일드프랑스</e1> 발두아즈주에 위치한 도시로 면적은 11.68km2, 인구는 58,265명(2006년 기준), 인구 밀도는 5,000명/km2이다. ",DUMMY
"<e1>세르지</e1>(프랑스어; Cergy)는 <e2>프랑스</e2> 일드프랑스 발두아즈주에 위치한 도시로 면적은 11.68km2, 인구는 58,265명(2006년 기준), 인구 밀도는 5,000명/km2이다. ",DUMMY
"<e1>세르지</e1>(프랑스어; Cergy)는 프랑스 일드프랑<e2>스 발</e2>두아즈주에 위치한 도시로 면적은 11.68km2, 인구는 58,265명(2006년 기준), 인구 밀도는 5,000명/km2이다. ",DUMMY
"<e1>세르지</e1>(프랑스어; Cergy)는 프랑스 일드프랑스 발두아즈주에 위치한 <e2>도시</e2>로 면적은 11.68km2, 인구는 58,265명(2006년 기준), 인구 밀도는 5,000명/km2이다. ",DUMMY
"세르지(프랑스어<e1>; C</e1>ergy)는 <e2>프랑스</e2> 일드프랑스 발두아즈주에 위치한 도시로 면적은 11.68km2, 인구는 58,265명(2006년 기준), 인구 밀도는 5,000명/km2이다. ",DUMMY
<e1>대한민국김치협회</e1>는 대한민국의 전통적인 김치를 과학화하고 현대화하여 품질을 향상 시키고 세계화시키며 김치종주국으로서의 대한민국의 위상을 굳건히 하며 김치산업 진흥을 통하여 국가경제에 기여할 목적으로 2012년 1월 11일 설립된 <e2>대한민국</e2> 농림수산식품부 소관의 사단법인이다. ,DUMMY
<e2>노르웨이</e2><e1>베르겐</e1>은 1979년 유엔_교육_과학_문화_기구 세계문화유산에 등록된 곳으로 중세의 모습을 엿볼 수 있는 항구도시다. ,DUMMY
<e1>성마령</e1>(星摩嶺)은 강원도 정선군 <e2>정선읍</e2> 용탄리의 행마동과 평창군 미탄면 미탄면 사이에 있는 고개다. ,DUMMY
<e1>성마령</e1>(星摩嶺)은 강원도 정선군 정선읍 용탄리의 행마동과 평창군 <e2>미탄면</e2> 미탄면 사이에 있는 고개다. ,DUMMY
<e1>성마령</e1>(星摩嶺)은 강원도 정선군 정선읍 용탄리의 행마동과 평창군 미탄면 미탄면 <e2>사이에</e2> 있는 고개다. ,DUMMY
<e1>성마령</e1>(星摩嶺)은 강원도 정선군 <e2>정선읍</e2> 용탄리의 행마동과 평창군 미탄면 미탄면 사이에 있는 고개다. ,DUMMY
<e1>성마령</e1>(星摩嶺)은 강원도 정선군 정선읍 용탄리의 행마동과 평창군 <e2>미탄면</e2> 미탄면 사이에 있는 고개다. ,DUMMY
<e1>성마령</e1>(星摩嶺)은 강원도 정선군 정선읍 용탄리의 행마동과 평창군 미탄면 미탄면 사이에 있는 <e2>고개</e2>다. ,DUMMY
<e1>세가가가</e1>(セガガガ)는 세가_게임즈가 일본에서만 발매한 드림캐스트용 <e2>롤플레잉 비디오 게임</e2>이다. ,DUMMY
"세타트(아랍어 ?????, Settat)는 모로코 샤위야와르디가 지방의 행정 중심지로, <e2>라바트</e2> (<<e1>모로코</e1> 의 수도)와 마라케시 사이에 위치한다. ",DUMMY
"<e1>이세미</e1> (1984년 2월 24일 ~ )는 대한민국의 배우이자 전 가수, <e2>쇼핑 호스트</e2> 다. ",DUMMY
<e1>세종 부강리 고택</e1>(世宗 芙江里 古宅)은 세종특별자치시 부강면 부강면에 있는 <e2>조선</e2> 시대의 가옥이다. ,DUMMY
셋푸_역(일본어; 節婦?)은 일본 <e1>홋카이도</e1>  <e2>니캇푸 군</e2>  니캇푸 정에 위치한 홋카이도 여객철도 히다카_본선의 철도역이다. ,DUMMY
셋푸_역(일본어; 節婦?)은 일본 <e2>홋카이도</e2>  <e1>니캇푸 군</e1>  니캇푸 정에 위치한 홋카이도 여객철도 히다카_본선의 철도역이다. ,DUMMY
"2009년 2월, <e2>캐나다</e2> <e1>밴쿠버</e1>에서 개최된 4대륙_피겨_스케이팅_선수권_대회에서는 다른 선수들의 연습방해로 인한 많은 논란이 있었다. ",DUMMY
"<e1>소날리 벤드레</e1> (힌디어; ?????? ???????, 영어; Sonali Bendre, 1975년 1월 1일 ~ )는 <e2>인도</e2> 의 배우, 모델이다. ",DUMMY
<e1>소셜번</e1> (Socialburn)은 미국 플로리다_주 블런츠타운 출신 <e2>포스트 그런지</e2>  밴드이다. ,DUMMY
"<e1>세지마 류조</e1> (일본어 ?島 龍三, 1911년 12월 9일 ~ 2007년 9월 4일)는 일본의 <e2>군인</e2> , 기업가이다. ",DUMMY
김정일 전 조선민주주의인민공화국 조선민주주의인민공화국_국방위원회의 장남이자 <e1>김정은</e1> 노동당_(영국) 대한민국의_공정거래위원회_위원장의 이복형인 <e2>김정남</e2>이 15일(현지시간) 말레이시아 쿠알라룸푸르에서 피살됐다 ,DUMMY
"<e1>세타 역</e1> (일본어 ?田?, せたえき세타에키;)은 <e2>일본</e2>  시가_현 오쓰_시에 위치한 서일본여객철도의 역이다. ",DUMMY
<e1>세누마 유지</e1>(1990년 9월 2일 ~ )는 <e2>일본</e2>의 축구_선수이다. ,DUMMY
"<e1>성남시의료원</e1>(城南市醫療院, Seongnam Citizens Medical Center, SCMC)은 경기도 <e2>성남시</e2>의 공공병원이다. ",DUMMY
"<e1>성남시의료원</e1>(城南市醫療院, Seongnam Citizens Medical Center, SCMC)은 경기도 성남시의 공공병<e2>원이다</e2>. ",DUMMY
"<e1>성남시의료원</e1>(城南市醫療院, Seongnam Citizens Medical Center, SCMC)은 경기도 <e2>성남시</e2>의 공공병원이다. ",DUMMY
"<e1>성남시의료원</e1>(城南市醫療院, Seongnam Citizens Medical Center, SCMC)은 경기도 성남시의 공공<e2>병원</e2>이다. ",DUMMY
"<e1>셀틱 파크</e1> (Celtic Park)는 스코틀랜드 <e2>글래스고</e2> 에 위치한 축구 경기장으로, 셀틱_FC의 홈구장으로 사용되고 있으며 수용 인원은 60,832명이다. ",DUMMY
세계적인 <e1>감자칩</e1>브랜드 <e2>프링글스</e2>가 신제품을 출시했다. ,DUMMY
<e1>셀린다바위쥐</e1>  또는 셀린다초원쥐(Aethomys silindensis)는 쥐과 <e2>쥐아과</e2> 에 속하는 설치류의 일종이다. ,DUMMY
 1972년 <e2>독일</e2><e1>뮌헨</e1>올림픽에서 체제 경쟁의 대상이었던 조선민주주의인민공화국에 충격적인 참패를 당한 후다. ,DUMMY
"<e1>세르조 레오네</e1>(이탈리아어; Sergio Leone, ?s?ːrd?o l??oːne, 1929년 1월 3일 ~ 1989년 4월 30일)는 <e2>이탈리아</e2>의 영화 영화_감독이다. ",DUMMY
<e1>세비야 미술관</e1> (스페인어; Museo de Bellas Artes de Sevilla)은 스페인 세비야_FC에 위치한 <e2>미술관</e2> 이다. ,DUMMY
세정중학교(世正中學校)는 <e1>경기도</e1>  <e2>여주시</e2>  능서면 능서면에 있는 사립 중학교이다. ,DUMMY
세정중학교(世正中學校)는 <e2>경기도</e2>  <e1>여주시</e1>  능서면 능서면에 있는 사립 중학교이다. ,DUMMY
<e1>세미원</e1>은 경기도 양평군 양서면 <e2>용담리</e2> 에 위치한 자연정화공원이다. ,DUMMY
"<e1>김태한</e1> 삼성바이오로직스 <e2>사장</e2>과 고한승 삼성바이오에피스 사장은 각각 2011년과 2012년 회사 창립 당시 이사_(법인)로 취임, 지금껏 회사를 이끌고 있다. ",DUMMY
"<e1>소노베 역</e1> (일본어; 園部?, そのべえき소노베에키*)은 일본 교토_부 <e2>난탄 시</e2> 에 위치한 서일본여객철도의 역이다. ",DUMMY
"<e1>이세미</e1> (1984년 2월 24일 ~ )는 대한민국의 <e2>배우</e2> 이자 전 가수, 쇼핑_호스트다. ",DUMMY
<e1>세이브 마트 센터</e1> (Save Mart Center)은 미국 캘리포니아_주 <e2>프레즈노</e2> 에 위치한 실내 경기장이다. ,DUMMY
" 생육신 <e1>성담수</e1>, 성담년의 조카이고, 사육신 <e2>성삼문</e2>의 7촌 조카이다. ",DUMMY
<e1>세키노미야 역</e1> (일본어 ?ノ宮?)은 일본 미에_현 쓰_시에 위치한 도카이_여객철도 <e2>메이쇼 선</e2> 의 철도역이다. ,DUMMY
21일 경상북도 포항시 남구_(인천광역시) <e2>지곡동</e2><e1>포항테크노파크</e1>에서 열린 경상북도 환동해지역본부 개청식에서 참석자들이 축하 떡을 자르고 있다 ,DUMMY
1997년 치러진 제15대 대통령_선거에서 <e1>새정치국민회의</e1>의 <e2>김대중</e2> 후보가 당선되면서 헌정 사상 최초의 평화적인 정권교체가 실현되었다. ,DUMMY
21일 소속사 굳피플 엔터테인먼트와 제작사 26컴퍼니에 따르면 <e2>이영애</e2>는 ‘<e1>나를 찾아줘</e1>’ 출연을 확정하고 촬영 준비에 들어갔다. ,DUMMY
"<e1>소메타니 쇼타</e1> (일본어; 染谷 ?太, 1992년 9월 3일 ~)는 <e2>일본</e2> 의 배우이다. ",DUMMY
"<e1>신동빈</e1> 롯데_자이언츠 <e2>회장</e2>이 서울특별시 서울종합운동장_야구장면세점(월드타워점) '부활'을 위해 박근혜 러시아의_대통령과 최순실 씨 측에 70억 원을 건넨 혐의로 기소된 가운데, 대한민국_관세청은 이 뇌물죄가 확정되면 서울종합운동장_야구장면세점의 특허(영업권)를 취소할 방침이다. ",DUMMY
<e1>강병원</e1><e2>더불어민주당</e2>의원. /사진=뉴스1 ,DUMMY
"셀틱_파크(Celtic Park)는 <e1>스코틀랜드</e1>  <e2>글래스고</e2> 에 위치한 축구 경기장으로, 셀틱_FC의 홈구장으로 사용되고 있으며 수용 인원은 60,832명이다. ",DUMMY
"셀틱_파크(Celtic Park)는 <e2>스코틀랜드</e2>  <e1>글래스고</e1> 에 위치한 축구 경기장으로, 셀틱_FC의 홈구장으로 사용되고 있으며 수용 인원은 60,832명이다. ",DUMMY
<e1>성기완</e1>(1967년~ )은 <e2>대한민국</e2>의 시인이자 음악가이다. ,DUMMY
<e1>성기완</e1>(1967년~ )은 대한민국의 <e2>시인</e2>이자 음악가이다. ,DUMMY
"소고포항은 <e1>경상남도</e1>  <e2>통영시</e2>  한산면_(서천군) 염호리, 한산도 섬에 있는 어항이다. ",DUMMY
"소고포항은 <e2>경상남도</e2>  <e1>통영시</e1>  한산면_(서천군) 염호리, 한산도 섬에 있는 어항이다. ",DUMMY
" 음악견문록' 코너에서는 <e2>일본</e2><e1>홋카이도</e1>지방의 노동요 '소란부시'와 메이지(明治) 시대에 만들어진 가곡 '황성의 달' 등을, '기악 협연' 코너에서는 일본의 현악기 고토 협연곡을 가야금 선율로 바꿔 들려준다. ",DUMMY
<e1>세키 미쓰히로</e1> (1982년 5월 8일 ~ )는 <e2>일본</e2> 의 축구_선수이다. ,DUMMY
<e1>세노 역</e1>(?野?세노에키)은 일본 히로시마_현 히로시마_시 <e2>아키 구</e2>에 있는 서일본여객철도 산요_본선의 역이다. ,DUMMY
세성서비스는 부산광역시 <e2>동래구</e2>  온천천로531번길 39 (<e1>안락동</e1> )에 본사를 두고 있는 마을버스 운송 업체이다. ,DUMMY
<e2>배우</e2><e1>이영애</e1>가 2005년 ‘친절한_금자씨’(박찬욱 영화_감독) 출연 이후 13년 만에 스크린에 복귀한다. ,DUMMY
"<e1>세토 아사카</e1> (일본어 ?? 朝香, 1976년 12월 12일 ~ )는, <e2>일본</e2> 의 배우이다. ",DUMMY
세헤지 역(일본어 ??地?)은 일본 아오모리현 <e1>히가시쓰가루 군</e1>  <e2>요모기타 촌</e2> 에 위치한 동일본 여객철도 쓰가루 선의 철도역이다. ,DUMMY
세헤지 역(일본어 ??地?)은 일본 아오모리현 <e2>히가시쓰가루 군</e2>  <e1>요모기타 촌</e1> 에 위치한 동일본 여객철도 쓰가루 선의 철도역이다. ,DUMMY
"세타 역(일본어 ?田?, せたえき세타에키;)은 일본 <e1>시가현</e1>  <e2>오쓰 시</e2> 에 위치한 서일본여객철도의 역이다. ",DUMMY
"세타 역(일본어 ?田?, せたえき세타에키;)은 일본 <e2>시가현</e2>  <e1>오쓰 시</e1> 에 위치한 서일본여객철도의 역이다. ",DUMMY
<e1>셀레베스쥐속</e1> (Taeromys)은 쥐과 쥐아과에 속하는 설치류 속 <e2>분류군</e2> 이다. ,DUMMY
<e1>소슈지</e1> (일본어; ?宗寺)는 <e2>일본</e2>  도치기현 사노_시에 있는 944년에 세워진 천태종을 받드는 사원이다. ,DUMMY
"<e1>이세미</e1> (1984년 2월 24일 ~ )는 <e2>대한민국</e2> 의 배우이자 전 가수, 쇼핑_호스트다. ",DUMMY
"<e1>셰리페 바즈</e1> (터키어; ?erife Bacı, 1900년경 카스타모누 ~ 1921년 12월 카스타모누)는 <e2>터키</e2> 의 군인이다. ",DUMMY
"<e1>세라 어터백</e1>(Sarah Utterback, 1982년 1월 12일 ~ )은 <e2>미국</e2>의 배우이다. ",DUMMY
"<e1>세라 어터백</e1>(Sarah Utterback, 1982년 1월 12일 ~ )은 미국의 <e2>배우</e2>이다. ",DUMMY
"<e1>성유빈</e1>(1987년 8월 31일 - , 본명:이성익)은 <e2>대한민국</e2>의 가수이며 영화배우 이태성의 동생이다. ",DUMMY
"<e1>성유빈</e1>(1987년 8월 31일 - , 본명:이성익)은 대한민국의 <e2>가수</e2>이며 영화배우 이태성의 동생이다. ",DUMMY
"<e1>성유빈</e1>(1987년 8월 31일 - , 본명:이성익)은 대한민국의 가수이며 영화배우 <e2>이태성</e2>의 동생이다. ",DUMMY
"성유빈(1987년 8월 31일 - , 본명:이성익)은 대한민국의 가수이며 <e2>영화배우</e2> <e1>이태성</e1>의 동생이다. ",DUMMY
"성유빈(1987년 8월 31일 - , 본명:이성익)은 <e2>대한민국</e2>의 가수이며 영화배우 이태성의 동생이다. <e1></e1>",DUMMY
"성유빈(1987년 8월 31일 - , 본명:이성익)은 대한민국의 <e2>가수</e2>이며 영화배우 이태성의 동생이다. <e1></e1>",DUMMY
"성유빈(1987년 8월 31일 - , 본명:이성익)은 대한민국의 가수이며 영화배우 <e2>이태성</e2>의 동생이다. <e1></e1>",DUMMY
"성유빈(1987년 8월 31일 - , 본명:이성익)은 대한민국의 가수이며 <e2>영화배우</e2> <e1>이태성</e1>의 동생이다. ",DUMMY
<e1>소메야 유타</e1> (1986년 9월 30일 ~ )는 <e2>일본</e2> 의 축구_선수이다. ,DUMMY
"<e1>셰핑 시</e1> (스웨덴어; K?pings kommun)는 <e2>스웨덴</e2>  베스트만란드주에 위치한 지방 자치체로 행정 중심지는 셰핑이며 면적은 644.79km2, 인구는 25,950명(2016년 12월 31일 기준), 인구 밀도는 40명/km2이다. ",DUMMY
 <e1>소덕우도</e1> 는 전라남도 완도군 생일면에 있는 <e2>섬</e2> 이다. ,DUMMY
"<e1>셀마 에르게치</e1> (터키어; Selma Erge??, 1978년 11월 1일 ~ )는 터키의 <e2>배우</e2> , 모델, 문헌학, 심리학, 의사이다. ",DUMMY
"<e1>셀마</e1>  (Celma, 본명;한송희, 1984년 1월 22일 ~ )는 <e2>대한민국</e2> 의 언더그라운드 힙합과 R&B 쪽에서 활동한 가수이다. ",DUMMY
"이날 <e2>미국</e2>캘리포니아주 마운틴뷰_(캘리포니아_주) <e1>구글</e1>본사를 포함해 뉴욕, 런던, 싱가포르, 베를린, 취리히, 도쿄 등 세계 40여 개 지사 수천명 직원들이 '구글 워크아웃'(Walk Out)이란 이름의 동맹 파업을 벌였다. ",DUMMY
"<e1>소마 항</e1> (일본어; 相馬港, そうまこう)은 일본 후쿠시마_현 소마_시의 <e2>항구</e2> 이다. ",DUMMY
"<e1>성재</e1>(1980년 1월 30일 ~ )는 대한민국의 하드코어 밴드 비셔스글레어(Vicious Glare)와 언리시드앵거의 <e2>가수</e2>, 기타_연주자이다. ",DUMMY
"<e2>성재</e2>(1980년 1월 30일 ~ )는 대한민국의 하드코어 밴드 <e1>비셔스글레어</e1>(Vicious Glare)와 언리시드앵거의 가수, 기타_연주자이다. ",DUMMY
"성재(1980년 1월 30일 ~ )는 <e2>대한민국</e2>의 하드코어 밴드 <e1>비셔스글레어</e1>(Vicious Glare)와 언리시드앵거의 가수, 기타_연주자이다. ",DUMMY
"성재(1980년 1월 30일 ~ )는 대한민국의 하드<e2>코어 밴</e2>드 <e1>비셔스글레어</e1>(Vicious Glare)와 언리시드앵거의 가수, 기타_연주자이다. ",DUMMY
"성재(1980년 1월 30일 ~ )는 대한민국의 하드코어 밴드 비셔스글레어(Vicious Gl<e1>are)와 </e1>언리시드앵거의 <e2>가수</e2>, 기타_연주자이다. ",DUMMY
"성재(1980년 1월 30일 ~ )는 대한민국의 하드코어 밴드 <e1>비셔스글레어</e1>(Vicious Glare)와 언리시드앵거의 가수, 기타_연<e2>주자</e2>이다. ",DUMMY
"성재(1980년 1월 30일 ~ )는 <e2>대한민국</e2>의 하드코어 밴드 <e1>비셔스글레어</e1>(Vicious Glare)와 언리시드앵거의 가수, 기타_연주자이다. ",DUMMY
"성재(1980년 1월 30일 ~ )는 대한민국의 하드<e2>코어 밴</e2>드 <e1>비셔스글레어</e1>(Vicious Glare)와 언리시드앵거의 가수, 기타_연주자이다. ",DUMMY
"성재(1980년 1월 30일 ~ )는 대한민국의 하드코어 밴드 비셔스글레어(Vicious Gl<e1>are)와 </e1>언리시드앵거의 <e2>가수</e2>, 기타_연주자이다. ",DUMMY
"성재(1980년 1월 30일 ~ )는 대한민국의 하드코어 밴드 <e1>비셔스글레어</e1>(Vicious Glare)와 언리시드앵거의 가수, 기타_연<e2>주자</e2>이다. ",DUMMY
"성재(1980년 1월 30일 ~ )는 <e2>대한민국</e2>의 하드코어 밴드 <e1>비셔스글레어</e1>(Vicious Glare)와 언리시드앵거의 가수, 기타_연주자이다. ",DUMMY
"성재(1980년 1월 30일 ~ )는 대한민국의 <e2>하드코어</e2> 밴드 <e1>비셔스글레어</e1>(Vicious Glare)와 언리시드앵거의 가수, 기타_연주자이다. ",DUMMY
잉글랜드 축구 프리미어리그(EPL) 토트넘_홋스퍼_FC에서 뛰는 <e2>공격수</e2> <e1>손흥민</e1>은 K리그_클래식에서 교체 멤버가 됐다. ,DUMMY
"<e1>세비야</e1> (스페인어; Sevilla, 영어; Seville)는 스페인의 남서부에 있는 도시로, 안달루시아_지방의 예술, 문화, 금융의 중심 도시이며 <e2>세비야 주</e2> 의 주도이다. ",DUMMY
성내항은 경상남도 <e1>거제시</e1>  <e2>사등면</e2> 사등리에 있는 어항이다. ,DUMMY
"<e1>셋쓰모토야마 역</e1> (일본어; ?津本山?, せっつもとやまえき셋쓰모토야마에키*)은 일본 효고_현 고베_시 히가시나다_구에 있는 서일본여객철도의 <e2>역</e2> 이다. ",DUMMY
"<e1>세토 히로유키</e1> (일본어 瀨? 弘幸, せと ひろゆき, 1952년 3월 3일 ~)은 <e2>후쿠시마현</e2>  출신, 일본의 극우계 우익단체 구성원이자, 블로거, 문학, 가공식품 판매업자이다. ",DUMMY
세체니 교량(헝가리어 Sz?chenyi L?nch?d)는 <e1>헝가리</e1> 의 수도 <e2>부다페스트</e2> 의 서쪽 지구 부더와 동쪽 지구 페슈트 사이에 있는 도나우_강에 놓인 현수교이다. ,DUMMY
"보스니아_전쟁과 <e2>코소보 전쟁</e2>에서 소수 민족의 학살에 관여했던 슬로보단 <e1>밀로셰비치</e1> 대통령은 2000년 불도저 혁명을 통해 실각하면서 밀로셰비치의 독재 정치가 종식되었다. 슬로보단_밀로셰비치는 네덜란드 헤이그에서 전범 재판을 받은 뒤 수감되었으며, 2006년 3월 11일에 옥사했다. ",DUMMY
<e1>세르비아 국립극장</e1>(세르비아어; Српско народно позориште)은 <e2>세르비아</e2> 노비사드에 위치한 국립 극장이다. ,DUMMY
<e1>세르비아 국립극장</e1>(세르비아어; Српско народно позориште)은 세르비아 <e2>노비사드</e2>에 위치한 국립 극장이다. ,DUMMY
<e1>세르비아 국립극장</e1>(세르비아어; Српско народно позориште)은 세르비아 노비사드에 위치<e2>한 국립</e2> 극장이다. ,DUMMY
<e1>세르비아 국립극장</e1>(세르비아어; Српско народно позориште)은 <e2>세르비아</e2> 노비사드에 위치한 국립 극장이다. ,DUMMY
<e1>세르비아 국립극장</e1>(세르비아어; Српско народно позориште)은 세르비아 <e2>노비사드</e2>에 위치한 국립 극장이다. ,DUMMY
<e1>세르비아 국립극장</e1>(세르비아어; Српско народно позориште)은 세르비아 노비사드에 위치한 국립 <e2>극장</e2>이다. ,DUMMY
<e1>세가와 유스케</e1>(1994년 2월 7일 ~ )는 <e2>일본</e2>의 축구_선수이다. ,DUMMY
21일 오전 <e2>경기도</e2> <e1>고양시</e1> 일산신도시서구_(광주광역시) 킨텍스 제4전시장에서 열린 현대자동차 신형 싼타페 보도발표회에서 모델들이 신차 앞에서 포즈를 취하고 있다. ,DUMMY
<e1>소데사키 역</e1> (일본어; 袖崎?)은 일본 야마가타현 무라야마_시에 위치한 동일본 여객철도 <e2>오우 본선</e2> 의 철도역이다. ,DUMMY
세지중학교(細枝中學校)는 전라남도 <e1>나주시</e1>  <e2>세지면</e2>  오봉리에 있는 사립 중학교이다. ,DUMMY
세지중학교(細枝中學校)는 전라남도 <e2>나주시</e2>  <e1>세지면</e1>  오봉리에 있는 사립 중학교이다. ,DUMMY
<e1>세노 역</e1>(?野?세노에키)은 일본 히로시마_현 히로시마_시 아키_구에 있는 서일본여객철도 산요_본선의 <e2>역</e2>이다. ,DUMMY
 2007년 5월부터 안정되고 체계적인 훈련을 하기 위해 연습거점을 <e2>캐나다</e2> <e1>토론토</e1>로 옮기고 토론토 크리켓 스케이팅 &amp; 컬링 클럽 에서 야구_코치인 브라이언_오서와 함께 훈련하기 시작했다. ,DUMMY
"<e1>에스토니아</e1>(에스토니아어에스티, 문화어: 에스토니아)는 <e2>북유럽</e2>에 위치하며 북쪽과 서쪽은 발트_해, 동쪽은 러시아, 남쪽은 라트비아와 닿아 있다. ",DUMMY
