"<e1>삼성전자</e1>의 프리미엄 <e2>스마트폰</e2>'갤럭시S9' 출시를 앞두고 부품 공급사들의 기대감이 커지고 있다.",DUMMY
"1일  <e1>도널드 트럼프</e1> <e2>미국</e2> [대통령]이 [파리_(프랑스)] 기후변화 협정 탈퇴를 공식 선언한데 이어 2일 [유엔_안전_보장_이사회]는 [조선민주주의인민공화국]에 대한 제재안을 만장일치로 통과시켰다.",DUMMY
"1일  <e1>도널드 트럼프</e1> [미국] <e2>대통령</e2>이 [파리_(프랑스)] 기후변화 협정 탈퇴를 공식 선언한데 이어 2일 [유엔_안전_보장_이사회]는 [조선민주주의인민공화국]에 대한 제재안을 만장일치로 통과시켰다.",DUMMY
"5당제 하에서 '<e1>캐스팅보트</e1>'를 쥔 <e2>국민의당</e2>이 8일 [강경화] [외무부] [장관] [후보자]에 대한 인사청문보고서 채택을 거부키로 결정, 정국이 급격히 얼어붙고 있다.",DUMMY
"<e1>신동빈</e1> [롯데_자이언츠] <e2>회장</e2>이 [서울특별시] [서울종합운동장_야구장]면세점(월드타워점) '부활'을 위해 [박근혜] [러시아의_대통령]과 [최순실] 씨 측에 70억 원을 건넨 혐의로 기소된 가운데, [대한민국_관세청]은 이 [뇌물죄]가 확정되면 [서울종합운동장_야구장]면세점의 [특허]([영업권])를 취소할 방침이다.",DUMMY
"[미국]중 무역전쟁을 벌이는 <e1>중국</e1>이 이번에는 [브라질]산 [설탕] 수입을 제한하면서 <e2>브라질</e2>과 갈등을 빚고 있다.",DUMMY
"최저임금 인상과 소상공인 사찰을 놓고 <e1>홍종학</e1> 중소벤처기업부 <e2>장관</e2>과 소상공인업계 간의 갈등이 깊어지고 있습니다",DUMMY
"무역전쟁을 치르고 있는 <e1>미국</e1>과 <e2>중국</e2>의 대립 전선이 정치적 영역으로 확장되고 있다",DUMMY
"괴짜 [억만장자]' <e2>일론 머스크</e2><e1>스페이스X</e1> [최고경영자](CEO)가 [화성]으로 인간을 보내겠다는 야심 찬 계획의 세부내용을 공개했다.",DUMMY
"<e2>자유한국당</e2>의 <e1>박맹우</e1> [의원]과 [류여해] 수석부대변인, [이성헌] 전 의원이 16일 나란히 최고위원 출마를 선언했다.",DUMMY
"<e2>영국</e2> <e1>런던</e1>과 [프랑스] [파리_(프랑스)]에 이어 [유럽_연합](EU) [심장]인 [벨기에] [브뤼셀]까지 테러가 덮쳤다.",DUMMY
"[영국] [런던]과 <e2>프랑스</e2> <e1>파리</e1>에 이어 [유럽_연합](EU) [심장]인 [벨기에] [브뤼셀]까지 테러가 덮쳤다.",DUMMY
"<e2>자유한국당</e2> 전당대회에서 최고위원직에 도전하는 <e1>이철우</e1> [의원]의 '문재인 [대통령] 탄핵 암시' 발언이 20일 논란이 됐다.",DUMMY
"<e1>김동연</e1> <e2>부총리</e2> 겸 [대한민국_기획재정부] [장관]과 [장하성] [청와대] 정책실장, [김상조_(1962년)] 공정거래위원장 등 문재인 [정부] 1기 경제팀이 21일 첫 공식 회동을 갖는다.",DUMMY
"[영국] [런던]과 [프랑스] [파리_(프랑스)]에 이어 [유럽_연합](EU) [심장]인 <e1>벨기에</e1> <e2>브뤼셀</e2>까지 테러가 덮쳤다.",DUMMY
"[미국] 최대 [전자_상거래]회사 <e2>아마존</e2>이 개발한 [인공지능](AI) 기반 음성인식비서 '<e1>알렉사</e1>'가 [입]과 [귀]는 물론 [눈_(해부학)]까지 갖기 시작했다.",DUMMY
"<e2>마크 저커버그</e2> <e1>페이스북</e1> [최고경영자](CEO)는 22일(현지시간) CNN과의 단독 인터뷰에서 이 같은 계획을 밝혔다.",DUMMY
"<e1>금호아시아나그룹</e1>이 그룹의 모태인 <e2>금호고속</e2>을 되찾았다.",DUMMY
"21일 [오전] <e1>경기도</e1><e2>고양시</e2>[일산서구] [킨텍스] 제2전시장에서 열린 현대자동차 신형 싼타페 보도발표회에서 신차가 공개되고 있다.",DUMMY
"<e2>더불어민주당</e2> <e1>추미애</e1> [대표]는 [한국GM]의 군산공장 폐쇄 결정과 관련, ""[정부]가 GM에 끌려가선 안 된다""고 말했습니다.",DUMMY
"[임] [대한민국의_대통령경호실장]은 이날 [대한민국_국회] 운영위 업무보고에서 <e2>김정은</e2> [조선로동당] [대한민국의_공정거래위원회_위원장]이 [2018년_동계_올림픽]에 여동생인 <e1>김여정</e1> 당 중앙위 제1부부장을 [특사]로 보내 친서를 전달한 것과 관련해 답례형식의 방북을 검토하고 있느냐는 질문에 ""우리 모두의 고민은 [2018년_동계_올림픽]을 통해 조성된 모처럼의 평화 분위기를 어떻게 이어갈 것인가에 있다""며 이같이 답했다.",DUMMY
"<e2>더불어민주당</e2> <e1>우원식</e1> [원내대표]는 [한국GM]의 군산공장 폐쇄와 관련해 ""구체적인 자구책 마련과 함께 경영재무 실태에 대한 철저한 조사가 GM 관련 협상의 시작점이 돼야 한다""고 밝혔습니다.",DUMMY
"9일 [강원_FC] 평창올림픽플라자에서 열린 평창동계올림픽 개회식에서 <e2>김영남</e2> <e1>최고인민회의</e1> [대한민국의_공정거래위원회_위원장]과 [김여정] [조선로동당_중앙위원회] 제1부부장이 지켜보는 가운데 [마이크_펜스] [미국] [부통령]과 [아베] [일본] [총리]가 대화 하고 있다.",DUMMY
"<e2>임종석</e2> <e1>대통령비서실</e1>장은 21일 일각에서 한미간 통상갈등을 놓고 '한미간 대북정책 이견이 [미국]의 통상압력이 가중되고 있다'는 지적이 제기되는 것과 관련, ""북핵 문제에 대해 [미국]과 매우 원활히 대화하는 중""이라고 밝혔다.",DUMMY
"<e2>독일</e2>에서 열린 <e1>뮌헨</e1>안보회의에 참석하고 돌아온 [더불어민주당] [추미애] [대표]가 21일 [서울특별시] [여의도] [대한민국_국회]에서 열린 최고위원회의에서 외국에서도 '[2018년_동계_올림픽]이 최고' 라고 말한다며 [엄지손가락] 척을 하고 있다.",DUMMY
"<e2>민주당</e2> <e1>제윤경</e1> 원내대변인은 이날 현안브리핑을 통해 ""[더불어민주당]은 현재 [한국GM] 사태에 대한 국민적 우려가 매우 크다는 것을 잘 알고 있다",DUMMY
"<e1>추미애</e1> <e2>더불어민주당</e2> [대표]가 14일 [오전] [서울특별시] [여의도] [대한민국_국회] 본청에서 열린 최고위원회의에서 모두발언을 하고 있다.",DUMMY
"<e2>김정은</e2> [조선민주주의인민공화국] [조선로동당] [대한민국의_공정거래위원회_위원장]의 여동생 <e1>김여정</e1> 당 중앙위 제1부부장(왼쪽)과 [마이크_펜스] [미국] [부통령]이 지난 9일 [평창군][올림픽_스타디움_(암스테르담)]에서 [동계_올림픽] 개회식을 지켜보고 있다.",DUMMY
"한미연합훈련에 참가한 한국군 <e1>K-55</e1> <e2>자주포</e2>가 기동훈련을 하고 있다. 중앙포토 한미연합훈련에 참가한 한국군 [K-55]가 기동훈련을 하고 있다.",DUMMY
"<e2>바른미래당</e2> <e1>박주선</e1> [유승민_(정치인)] 공동대표는 21일 [대한민국_국회]에서 [정세균] [대한민국의_국회의장]을 예방하고 제3교섭단체로서 [신당]의 공식 출범을 알렸다.",DUMMY
"<e1>까르푸</e1>는 <e2>프랑스</e2> 유통회사로 30여개 국가에 9200여개 매장과 38만명 이상의 [직원]을 보유한 다국적 기업이다.",DUMMY
"20일 <e2>미국</e2><e1>뉴욕</e1>증권거래소(NYSE)에서 다우존스30 산업평균지수는 전거래일보다 1.01%(254.63포인트) 하락한 2만4,964.75로 장을 마감했다.",DUMMY
"간밤 <e2>미국</e2><e1>뉴욕</e1>증시 주요지수가 [월마트]의 실적 부진, 미 국채금리 상승 등의 여파로 하락세를 나타냈다.",DUMMY
"21일 [오전] <e2>경기도</e2><e1>고양시</e1>[일산서구] [킨텍스] 제2전시장에서 열린 현대자동차 신형 싼타페 보도발표회에서 신차가 공개되고 있다.",DUMMY
"<e2>삼성전자</e2>의 프리미엄 <e1>스마트폰</e1>'갤럭시S9' 출시를 앞두고 부품 공급사들의 기대감이 커지고 있다.",DUMMY
"[이] [총재]는 이날 <e2>스위스</e2><e1>취리히</e1>에서 [연합뉴스]와 단독으로 만나 ""통상 마찰 문제를 어느 정도 예상은 했는데 우리 예상을 넘어설지 눈여겨봐야 한다""며 ""보호무역 확산 속도가 예상을 넘어서는 속도가 될지 아직 판단하기는 어렵지만 그럴 가능성도 우려하고 있다""고 언급했습니다.",DUMMY
"LH(<e1>한국토지주택공사</e1>)가 사회적 가치를 실현하는 <e2>공기업</e2>으로 거듭나기 위해 [직원]들을 대상으로 교육을 시작했다.",DUMMY
"그는 이번 인수 건이 <e2>휠라</e2>코리아가 <e1>아큐시네트</e1>를 인수했던 방식의 인수금융 형태로 진행될 가능성이 높다고 판단했다.",DUMMY
"21일 [서울특별시] <e2>송파구</e2> 현대시티몰 <e1>가든파이브</e1>점 플러스샵([현대홈쇼핑] 오프라인 매장)에서 [직원]들이 [현대홈쇼핑]의 자체 패션 브랜드 ‘밀라노 스토리’ 제품을 소개하고 있다.",DUMMY
"<e2>신동빈</e2> <e1>롯데그룹</e1> [회장]이 일본롯데홀딩스 [이사_(법인)]직에서 사임하면 한국롯데에 대한 일본롯데의 경영 간섭이 불가피하다는 관측이 나온다.",DUMMY
"해당 [서비스]는 오는 26일부터 <e2>스페인</e2><e1>바르셀로나</e1>에서 열리는 세계 최대 모바일 컨퍼런스 MWC 2018에서 선보일 예정이다.",DUMMY
"<e2>삼성그룹</e2>의 바이오 계열사인 <e1>삼성바이오로직스</e1>[김태한] [사장]과 [삼성바이오에피스] [고한승] [사장]이 나란히 유임했다.21일 [삼성바이오로직스]와 [삼성바이오에피스]의 [손목인] 인사에 따르면 [사장]단은 별다른 변동 없이 유임에 성공한 것으로 확인됐다.",DUMMY
"<e2>김태한</e2><e1>삼성바이오로직스</e1>[사장]과 [고한승] [삼성바이오에피스] [사장]은 각각 2011년과 2012년 회사 창립 당시 [이사_(법인)]로 취임, 지금껏 회사를 이끌고 있다.",DUMMY
"[대법원] 3부([심판_(스포츠)] <e1>조희대</e1><e2>대법관</e2>)는 서울강서농협 전 조합장 [이]모씨(71) 등의 금리조작 혐의([컴퓨터]등 사용사기)를 무죄로 본 원심을 깨고 [서울고등법원]으로 되돌려 보냈다고 21일 밝혔다.",DUMMY
"문재인 [정부] 들어서 재계를 대표하는 목소리를 적극적으로 내온 <e2>박용만</e2><e1>대한상공회의소</e1>[회장]이 연임을 [데_팍토] 확정 지었다.",DUMMY
"지난 1월 <e1>현대중공업</e1>군산조선소 가동중단방침으로 <e2>선박</e2>블록으로 가득차야 할 [전라북도] [군산시] 오식도동 한 협력업체 공장이 텅 비어있다.",DUMMY
"세계 3대 뷰티박람회 중 하나인 ‘2017 [홍콩] 코스모프로프(COSMOPROF, Hong Kong 2017)’에 참가해 [서양]권 [바이어]들에게 이름을 알린 황지수화장품(huangjisoo)이 오는 3월 <e2>이탈리아</e2><e1>볼로냐</e1>코스모프로프 박람회에 참가한다고 밝혔다.",DUMMY
"[한국]을 대표하는 <e2>작가</e2> <e1>김환기</e1>, [천경자],이대원 등이 표지를 장식한 책을 비롯해 [한국]근[현대문학]에서 중요한 위치를 차지하는 [작가]들의 시집 및 [소설]집 약 600여권이 나왔다.",DUMMY
"[한국]을 대표하는 <e2>작가</e2> [김환기], <e1>천경자</e1>,이대원 등이 표지를 장식한 책을 비롯해 [한국]근[현대문학]에서 중요한 위치를 차지하는 [작가]들의 시집 및 [소설]집 약 601여권이 나왔다.",DUMMY
"[한국]을 대표하는 <e2>작가</e2> [김환기], [천경자], <e1>이대원</e1> 등이 표지를 장식한 책을 비롯해 [한국]근[현대문학]에서 중요한 위치를 차지하는 [작가]들의 시집 및 [소설]집 약 601여권이 나왔다.",DUMMY
"뇌물공여 혐의로 법정 구속된 <e2>신동빈</e2><e1>롯데그룹</e1>[회장]이 [일본] [롯데홀딩스] [이사_(법인)]직에서 물러나겠다는 의사를 밝혀 [롯데_자이언츠]경영에 파장이 우려된다.",DUMMY
"<e1>포스코에너지</e1>가 <e2>박기홍</e2>전 [포스코] [사장]을 새로운 [대표]로 뽑았다.",DUMMY
"반면 <e1>안철수</e1> <e2>바른미래당</e2> [대표]가 창업한 [안랩](053800)은 전날 대비 0.88% 하락한 7만8400원에 거래 중이다.",DUMMY
"<e1>서울</e1><e2>광진구</e2>의 한 식당에서 시작한 인터뷰는 [커피]숍으로 자리를 옮겨 가며 계속됐다.",DUMMY
"[잉글랜드] [축구] [프리미어리그](EPL) [토트넘_홋스퍼_FC]에서 뛰는 <e2>공격수</e2> <e1>손흥민</e1>은 [K리그_클래식]에서 교체 [멤버]가 됐다.",DUMMY
"<e1>한화</e1>는 [외국인] 강타자 <e2>윌린 로사리오</e2>와 150만 달러에 재계약했다.",DUMMY
"<e1>김성근</e1> [한화_이글스] [이글스] <e2>감독</e2>의 [월드_베이스볼_클래식](WBC) [대한민국_축구_국가대표팀]을 향한 걱정이 계속되고 있다.",DUMMY
"<e2>김성근</e2><e1>한화 이글스</e1>[영화_감독]의 [월드_베이스볼_클래식](WBC) [대한민국_축구_국가대표팀]을 향한 걱정이 계속되고 있다.",DUMMY
"[롯데_자이언츠] <e2>내야수</e2> <e1>오승택</e1>, [투수] [배제성](21)과 kt [투수] [장시환]과 [김건국](29)을 맞바꾸는 2대2 트레이드다.",DUMMY
"<e1>바르셀로나</e1>는 <e2>수아레스</e2>가 [공격수]로 나섰고 [리오넬_메시]와 [네이마르]가 측면 공격을 이끌었다.",DUMMY
"[롯데_자이언츠] [내야수] 오승택, <e2>투수</e2> <e1>배제성</e1>(21)과 kt [투수] [장시환]과 [김건국](29)을 맞바꾸는 2대2 트레이드다.",DUMMY
"<e2>김성근</e2><e1>한화 이글스</e1>[영화_감독]이 [외국인] [투수] [알렉시_오간도](34)를 몸상태에 맞게 기용하겠다고 밝혔다.",DUMMY
"<e1>손아섭</e1>은 [KBO_리그]를 대표하는 정교한 <e2>타자</e2>로 통산 타율 0.323은 현역 2위다.",DUMMY
"[잉글랜드] [축구] [프리미어리그](EPL) <e2>토트넘</e2>에서 뛰는 [공격수] <e1>손흥민</e1>은 [K리그_클래식]에서 교체 [멤버]가 됐다.",DUMMY
"<e2>삼성 라이온즈</e2><e1>이승엽</e1>은 올시즌을 끝으로 현역에서 은퇴한다.",DUMMY
"사진은 지난달 26일 <e1>조지아</e1>수도 <e2>트빌리시</e2>에서 [기자_(직업)] 브리핑하는 [볼턴] 보좌관.",DUMMY
"신임 <e1>염경엽</e1><e2>단장</e2>은 17일 [스포츠조선]과의 인터뷰에서 ""[SK_와이번스] [사장]님으로부터 제의를 받고 고민을 많이 하고 결정했다.",DUMMY
"현재 <e2>독고영재</e2>의 아들 <e1>독고준</e1>도 [배우]로 활동 중이다.",DUMMY
"현재 <e1>독고영재</e1>의 아들 <e2>독고준</e2>도 [배우]로 활동 중이다.",DUMMY
"<e2>델레 알리</e2>(21·[토트넘_홋스퍼_FC])는 <e1>토트넘</e1>그리고 [잉글랜드]의 '[라이징_스타]'다.",DUMMY
"[박해민]과 <e2>구자욱</e2>은 올해 <e1>삼성 라이온즈</e1>재계약 [대상자] 가운데 금액면에서 최대 인상폭을 기록했다.",DUMMY
"이날 [미국] [캘리포니아_주] <e2>마운틴뷰</e2> <e1>구글</e1>본사를 포함해 [뉴욕], [런던], [싱가포르], [베를린], [취리히], [도쿄] 등 세계 40여 개 지사 수천명 [직원]들이 '구글 워크아웃'(Walk Out)이란 이름의 동맹 파업을 벌였다.",DUMMY
"[프로_야구] <e1>두산 베어스</e1>의 [에이스] [투수] <e2>더스틴 니퍼트</e2>(36·[미국])는 자신이 [한국][프로_야구] [외국인] [선수] 역대 최고 몸값을 기록했다는 얘기에 껄껄 웃으면서 이런 첫 반응을 보였다.",DUMMY
"<e1>롯데 자이언츠</e1>는 24일 [자유계약선수제도](FA) <e2>이대호</e2>와 4년 총액 150억 원의 조건으로 FA 계약을 체결했다고 공식 발표했다.",DUMMY
"<e1>허준호</e1>의 아버지 역시 동시기에 큰 인기를 얻었던 개성파 [영화배우] <e2>허장강</e2>이다.",DUMMY
"<e2>허준호</e2>의 아버지 역시 동시기에 큰 인기를 얻었던 개성파 [영화배우] <e1>허장강</e1>이다.",DUMMY
"[SK_와이번스] <e2>단장</e2>에 오르게 된 <e1>염경엽</e1>전 [넥센_히어로즈] [영화_감독](49)은 평소 구단을 운영하는 일을 하고 싶어했다.",DUMMY
"<e1>SK하이닉스</e1>는 이미 모회사인 <e2>SK텔레콤</e2>보다 규모가 커졌고, [사업]상 연관성도 그리 크지 않다.",DUMMY
"<e2>SK하이닉스</e2>는 이미 모회사인 <e1>SK텔레콤</e1>보다 규모가 커졌고, [사업]상 연관성도 그리 크지 않다.",DUMMY
"[한화_이글스]가 새 [외국인] <e2>투수</e2>로 <e1>알렉시 오간도</e1>를 영입했다.",DUMMY
"<e1>한화 이글스</e1>가 새 [외국인] [투수]로 <e2>알렉시 오간도</e2>를 영입했다.",DUMMY
"<e1>FC바르셀로나</e1>[공격수] <e2>이승우</e2>(19)가 [독일]이나 [네덜란드] 1부리그로 임대될 수 있다는 현지 보도에 대해 [이승우_(법조인)] 측은 “예전에 우리가 먼저 그런 요청을 한 적이 있으나 구단이 꿈쩍도 하지 않았다”며 ‘지나간 얘기’란 반응을 드러냈다.",DUMMY
"[FC_바르셀로나] <e2>공격수</e2> <e1>이승우</e1>(19)가 [독일]이나 [네덜란드] 1부리그로 임대될 수 있다는 현지 보도에 대해 [이승우_(법조인)] 측은 “예전에 우리가 먼저 그런 요청을 한 적이 있으나 구단이 꿈쩍도 하지 않았다”며 ‘지나간 얘기’란 반응을 드러냈다.",DUMMY
"[스포츠동아] 취재결과, [이용대]는 국가대표 선수시절 거주했던 <e1>경기도</e1><e2>남양주시</e2>별내신도시를 떠나 최근 [서울특별시] 시내에 신혼집을 마련했다.",DUMMY
"[스포츠동아] 취재결과, [이용대]는 국가대표 선수시절 거주했던 <e2>경기도</e2> <e1>남양주시</e1>별내[신도시]를 떠나 최근 [서울특별시] 시내에 신혼집을 마련했다.",DUMMY
"[한화_이글스]와 [두산_베어스]가 <e2>내야수</e2> <e1>신성현</e1>(27)과 [포수] [최재훈_(야구_선수)](28)을 맞교환하는 1:1 트레이드를 단행했다.",DUMMY
"[임순례] [영화_감독]의 ‘[리틀_포레스트]’는 <e1>경상북도</e1> <e2>군위군</e2> [우보면] 미성마을이 배경이다.",DUMMY
"[임순례] [영화_감독]의 ‘[리틀_포레스트]’는 [경상북도] <e1>군위군</e1> <e2>우보면</e2> 미성마을이 배경이다.",DUMMY
"[임순례] [영화_감독]의 ‘[리틀_포레스트]’는 <e2>경상북도</e2> <e1>군위군</e1> [우보면] 미성마을이 배경이다.",DUMMY
"[임순례] [영화_감독]의 ‘[리틀_포레스트]’는 [경상북도] <e2>군위군</e2> <e1>우보면</e1> 미성마을이 배경이다.",DUMMY
"<e2>데브레첸</e2>은 13일(현지시간) [홈페이지]를 통해 <e1>석현준</e1>의 임대 영입을 공식 발표했다.",DUMMY
"[이승훈_(1864년)]은 23일 <e2>일본</e2><e1>홋카이도</e1>의 [오비히로_시] [스피드_스케이팅] 경기장에서 열린 2017년 삿포로동계아시안게임 스피드스케이팅 남자 매스스타트에서 가장 먼저 결승선을 통과하며 [금메달]을 [목]에 걸었다.",DUMMY
"2월 6일(이하 [미국]시간) [한낮] <e1>미네소타 트윈스</e1>스프링캠프가 진행 중인 [미국] [플로리다_주] 포트마이어스 컨트리링크 스포츠 콤플렉스에서 [기자_(직업)]가 <e2>박병호</e2>를 만났을 때 그는 예상보다 차분한 [얼굴]이었다.",DUMMY
"<e1>이정후</e1>는 ‘[바람의_아들]’ <e2>이종범</e2>의 아들. 그래서 ‘바람의 손자’로 불리는 [이정후_(야구_선수)]는 14일과 15일 [마산종합운동장_야구장]에서 열린 NC와 시범경기 개막 2연전에서 5타수3안타를 때려내며 [프로페셔널_스포츠]에 [조선_순조]롭게 적응하고 있다.",DUMMY
"<e2>이정후</e2>는 ‘[바람의_아들]’ <e1>이종범</e1>의 아들. 그래서 ‘바람의 손자’로 불리는 [이정후_(야구_선수)]는 14일과 15일 [마산종합운동장_야구장]에서 열린 NC와 시범경기 개막 2연전에서 5타수3안타를 때려내며 [프로페셔널_스포츠]에 [조선_순조]롭게 적응하고 있다.",DUMMY
"[이정후_(야구_선수)]는 ‘<e2>바람의 아들</e2>’ <e1>이종범</e1>의 아들. 그래서 ‘바람의 손자’로 불리는 [이정후_(야구_선수)]는 14일과 15일 [마산종합운동장_야구장]에서 열린 NC와 시범경기 개막 2연전에서 5타수3안타를 때려내며 [프로페셔널_스포츠]에 [조선_순조]롭게 적응하고 있다.",DUMMY
"이날 대회의 시작은 <e1>김구</e1>[선생]의 어머니 <e2>곽낙원</e2>여사의 묘소에서 시작됐다.",DUMMY
"이날 대회의 시작은 <e2>김구</e2>[선생]의 어머니 <e1>곽낙원</e1>여사의 묘소에서 시작됐다.",DUMMY
"<e1>토트넘</e1>에 대한 애정이 큰 만큼, [토트넘_홋스퍼_FC]을 이끌고 있는 <e2>마우리시오 포체티노</e2>(45) [영화_감독]에 대한 관심도 뜨겁다.",DUMMY
"[SK_와이번스]는 7일 ""[외국인] <e2>타자</e2> <e1>제이미 로맥</e1>과 총액 45만 달러(약 5억 1000만원·연봉 30만 달러, 옵션15만 달러)의 조건으로 계약했다""고 밝혔다.",DUMMY
"<e2>세인트루이스 카디널스</e2>의 <e1>오승환</e1>이 [토론토_블루제이스]와의 더블헤더 1차전에 등판, 1이닝 무실점을 기록했다.",DUMMY
"<e1>SK 와이번스</e1>는 7일 ""[외국인] [타자] <e2>제이미 로맥</e2>과 총액 45만 달러(약 5억 1000만원·연봉 30만 달러, 옵션15만 달러)의 조건으로 계약했다""고 밝혔다.",DUMMY
"21일 [오전] [경기도] [고양시] <e2>일산서구</e2> <e1>킨텍스</e1>제2전시장에서 열린 현대자동차 신형 싼타페 보도발표회에서 모델들이 신차 앞에서 포즈를 취하고 있다.",DUMMY
"21일 [오전] <e1>경기도</e1> <e2>고양시</e2> [일산신도시][서구_(광주광역시)] [킨텍스] 제2전시장에서 열린 현대자동차 신형 싼타페 보도발표회에서 모델들이 신차 앞에서 포즈를 취하고 있다.",DUMMY
"21일 [오전] [경기도] <e1>고양시</e1> <e2>일산서구</e2> [킨텍스] 제3전시장에서 열린 현대자동차 신형 싼타페 보도발표회에서 모델들이 신차 앞에서 포즈를 취하고 있다.",DUMMY
